text,cleaned,length,Model Prediction NLTK,Model Prediction Text Blob,Manual Review,Reviewed (2 is not sure),Final
The restaurant is pretty spacious with a karaoke stage to your left upon entering.,restaurant pretty spacious karaoke stage left upon enter,8,1,1,1,,1
I was taken here by a friend and seriously loved it.,take friend seriously love,4,1,1,1,,1
"As if this wasn't disappointing enough, my hot tea was weak, vaguely honey flavored water.",not disappoint enough hot tea weak vaguely honey flavor water,10,0,0,0,,0
He insisted we look at the dessert tray and choose one at no charge.,insist look dessert tray choose one charge,7,0,1,TO REVIEW,2,
"Oh my goodness, I loved this restaurant!",oh goodness love restaurant,4,1,1,1,,1
"Keep up the GREAT work, Craftsman!",keep great work craftsman,4,1,1,1,,1
"But the half that we liked was excellent, so L'atelier still gets the A.",half like excellent latelier still get,6,1,1,1,,1
"As for the food, I had a mushroom alfredo sauce over rotini.",food mushroom alfredo sauce rotini,5,0,1,TO REVIEW,2,
"Service  should be improved, had a party of 20 at the restaurant and the service with my guests were not really up to par for a restaurant.",service improve party restaurant service guest not really par restaurant,10,1,0,TO REVIEW,0,0
Say hi to them next time you stop in.,say hi next time stop,5,0,1,TO REVIEW,2,
The chicken tacos had a tough tortilla shell and the meat inside was also tough to chew.,chicken taco tough tortilla shell meat inside also tough chew,10,0,0,0,,0
The food was nicely plated but I don't think the taste warranted the wait and price.,food nicely plat not think taste warrant wait price,9,1,1,1,,1
"However, times are a-changin' and it seems to be extremely obvious at Daphne's nowadays.",however time achangin seem extremely obvious daphne nowadays,8,0,1,TO REVIEW,2,
If the mussels were good we would have ordered a meal but that wasn't the case.,mussel good would order meal not case,7,1,1,1,,1
I've eaten here twice - both at lunch time and both with coworkers.,eat twice lunch time coworkers,5,0,1,TO REVIEW,1,1
They proudly let you know they only use all natural steaks and mesquite grill them.,proudly let know use natural steak mesquite grill,8,1,1,1,,1
We had the fusion tacos in all three flavors.,fusion taco three flavor,4,0,1,TO REVIEW,2,
Overheard it was just as busy at St. Pats.,overheard busy st pat,4,0,1,TO REVIEW,0,0
And she made us box our own food.,make u box food,4,0,1,TO REVIEW,2,
But if you're not...I have eaten here over a dozen times and only 1 visit was the fish a little under par.,not eat dozen time visit fish little par,8,0,0,0,,0
We probably had three different visits from restaurant staff.,probably three different visit restaurant staff,6,0,1,TO REVIEW,2,
I'll be making my own steak sandwiches with Amoroso rolls from now on.,make steak sandwich amoroso roll,5,1,1,1,,1
"To top it off, their bad music is so loud that you have to yell to talk to someone across the table.",top bad music loud yell talk someone across table,9,0,0,0,,0
I have been here a couple of times in the past week.,couple time past week,4,0,0,0,,0
These are 2 names forever burned into my mind after spending my bachelor weekend here in Vegas.,name forever burn mind spending bachelor weekend vega,8,0,1,TO REVIEW,2,
"People get concerned when I tell them I've eaten here because of the past outbreak, but that doesn't bother me.",people get concerned tell eat past outbreak not bother,9,1,0,TO REVIEW,0,0
"I really do think they could fix a few things and would go from being ""ok"" to ""great"".",really think could fix thing would go ok great,9,1,1,1,,1
"(Chinese, Thai, Korean, Japanese, etc.)",chinese thai korean japanese etc,5,0,1,TO REVIEW,2,
"It's been a long time since I've been this happy with a dining experience, so check it out already, dammit.",long time since happy din experience check already dammit,9,1,1,1,,1
Sad because we enjoyed our stay in the hotel...,sad enjoy stay hotel,4,1,0,TO REVIEW,0,0
"And for a coke that cost $3.75, it should have been refilled when we still had our food, and not flat!",coke cost refill still food not flat,7,0,1,TO REVIEW,0,0
"I love Rosati's, and I've ordered from this store dozens of times.",love rosati order store dozen time,6,1,1,1,,1
"As for the food, we have been coming here for takeout for the last year, and have yet to get anything less that delish.",food come takeout last year yet get anything less delish,10,0,0,0,,0
They salted the heck outta that beans till it flew outta the cuckoos nest.,salt heck outta bean till flew outta cuckoo nest,9,0,1,TO REVIEW,0,0
After about a 30-minute wait...this place had a line for days...we got a table in an empty party of the restaurant.,wait place line day get table empty party restaurant,9,1,0,TO REVIEW,2,
"At the end of the day, if they knew there were problems, how come nobody contacted us?",end day knew problem come nobody contact u,8,0,1,TO REVIEW,0,0
I called right back to tell them they did not get the order correct.,call right back tell not get order correct,8,0,1,TO REVIEW,0,0
"My dinner partner was not thrilled with this, but I thought the sauce complimented the taste of the fish.",dinner partner not thrill thought sauce compliment taste fish,9,1,1,1,,1
I would have gone back if they'd been open for lunch.,would go back open lunch,5,0,1,TO REVIEW,1,1
We tried to make room for this huge board she had in her hands.,try make room huge board hand,6,1,1,1,,1
"The waitress was good, made helpful suggestions, and kept our iced teas full.",waitress good make helpful suggestion kept iced tea full,9,1,1,1,,1
They think a lot of beef is what people want.,think lot beef people want,5,1,1,1,,1
"What I was presented with was a tiny end peice of chewy, slightly stale white bread.",present tiny end peice chewy slightly stale white bread,9,0,0,0,,0
Kept the good pinkish color of the guava as well.,kept good pinkish color guava well,6,1,1,1,,1
I only ate one waffle and one piece of chicken.,ate one waffle one piece chicken,6,0,0,0,,0
"Don't expect extraordinary, and you will enjoy it!",not expect extraordinary enjoy,4,0,1,TO REVIEW,1,1
The best part about The Yard is the atmosphere by far.,best part yard atmosphere far,5,1,1,1,,1
"However, burrito was nicely done, ingredients dispersed.",however burrito nicely do ingredient disperse,6,1,1,1,,1
The teapot from which we were served was cracked and looked like it had seen better days.,teapot serve crack look like see well day,8,1,1,1,,1
I actually like Bouchon Las Vegas more than Bouchon Yountville.,actually like bouchon la vega bouchon yountville,7,1,1,1,,1
We paired the 3 course meal with their wine pairing (which was reasonably priced at $29 for 3 glasses of wine).,pair course meal wine pair reasonably price glass wine,9,0,1,TO REVIEW,1,1
So far so good (aside from the bitter conclusion of the great lemon pie saga).,far good aside bitter conclusion great lemon pie saga,9,1,1,1,,1
Drove into the crazy/odd parking lot and didn't drive out because of Yelp reviews.,drove crazyodd parking lot not drive yelp review,8,0,1,TO REVIEW,0,0
Use your cloth napkin and put it back on the table.,use cloth napkin put back table,6,0,1,TO REVIEW,2,
"For dinner on a weekday it was $38, no alcohol included.",dinner weekday alcohol include,4,0,1,TO REVIEW,2,
You can't miss with Grimaldi's.,can not miss grimaldi,4,1,1,1,,1
I came here with a large party and several of us were determined to finish their omelettes in one sitting.,come large party several u determine finish omelette one sit,10,1,1,1,,1
She even had the cook make a small bowl of the shrimp soup for us.,even cook make small bowl shrimp soup u,8,0,0,0,,0
"(Tasted just like the lamb, which was like hamburger.",taste like lamb like hamburger,5,1,1,1,,1
I was a Tapas virgin until I came here and the waiters were super friendly and helpful.,tapa virgin come waiter super friendly helpful,7,1,1,1,,1
There are many places we have from where I'm from that has the gimmick of 3 pieces of bread.,many place gimmick piece bread,5,0,1,TO REVIEW,0,0
"To satisfy our greens craving we ordered the asparagus, egg and pancetta salad which was spot on!",satisfy green crave order asparagus egg pancetta salad spot,9,1,0,TO REVIEW,1,1
"RETURN FACTOR: 100%]

************************* What does my OVERALL rating mean?",return factor overall rating mean,5,0,0,0,,0
So I believe we know what good food is and what great food is.,believe know good food great food,6,1,1,1,,1
"Was hoping it was going to be delicious, but it was just okay.",hop go delicious okay,4,1,1,1,,1
about this time the owner stepped out because the commotion had filled the empty dining space.,time owner step commotion fill empty din space,8,0,0,0,,0
"Service is great, and the food selection is like no other.",service great food selection like,5,1,1,1,,1
Wait staff - Courteous and friendly.,wait staff courteous friendly,4,1,1,1,,1
"The prices were very reasonable here though, with most main courses costing under six pounds.",price reasonable though main course cost six pound,8,0,1,TO REVIEW,1,1
The copious amount of parmesan made the side dish even more inviting.,copious amount parmesan make side dish even invite,8,1,1,1,,1
I had to remove the empty jelly packages and seperate anything edible being nawed on.,remove empty jelly package seperate anything edible nawed,8,0,0,0,,0
"It's fine... but every single time I walked in there, weekday or weekend, there was Karaoke.",fine every single time walk weekday weekend karaoke,8,1,1,1,,1
Unfortunately she rushed us through our decisions and never offered any helpful options or features/benefits.,unfortunately rush u decision never offer helpful option featuresbenefits,9,0,0,0,,0
"It's shameful how ""downhill"" this place has gone.",shameful downhill place go,4,0,1,TO REVIEW,0,0
The fiancee order the cashew chicken YUM!,fiancee order cashew chicken yum,5,0,0,0,,0
"Be forewarned, this is my first time to Vegas so this buffet was like a food high for me.",forewarn first time vega buffet like food high,8,1,1,1,,1
I wouldn't have went up to complain because I ordered it.,would not go complain order,5,1,1,1,,1
"If you're in the SW area though, this is better places to eat in the neighborhood.",sw area though well place eat neighborhood,7,1,1,1,,1
My husband's Port was slow to arrive as well and was eventually brought by yet another server.,husband port slow arrive well eventually brought yet another server,10,1,0,TO REVIEW,0,0
All-in-all Andy & company have done amazing things with this tiny space.,allinall andy company do amaze thing tiny space,8,1,1,1,,1
"It's a great, great spot to take out of towners and sit outside during our beautiful Arizona winter.",great great spot take towner sit outside beautiful arizona winter,10,1,1,1,,1
They did make it up with coming often to give fresh drinks without having to be asked.,make come often give fresh drink without ask,8,1,1,1,,1
